"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"chrome","5","304","2203749085184","56426496","36429824","26104","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google LLC","0.390625","76.0.3809.100","76.0.3809.100","Google Chrome","Google Chrome","Process","4",,"False",,"4864","Microsoft.Win32.SafeHandles.SafeProcessHandle","304","11836",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","26104","26104","36429824","36429824","397600","397600","44507136","44507136","64352256","64352256","444624896","2203762847744","True","Idle","36429824","36429824","00:00:00.0468750","chrome","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 7:08:13 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3906250","00:00:00.3437500","430862336","2203749085184","False",,,,"56426496","56426496",,
"chrome","5","346","2203996835840","126504960","192000000","58472","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google LLC","27.5625","76.0.3809.100","76.0.3809.100","Google Chrome","Google Chrome","Process","4",,"False",,"4620","Microsoft.Win32.SafeHandles.SafeProcessHandle","346","11872",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","58472","58472","192000000","192000000","467792","467792","206823424","206823424","244756480","244756480","852946944","2204171169792","True","Idle","192000000","192000000","00:00:01.8593750","chrome","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 5:07:05 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:27.5625000","00:00:25.7031250","678612992","2203996835840","False",,,,"126504960","126504960",,
"chrome","5","241","2203772362752","66723840","57389056","27872","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google LLC","3.078125","76.0.3809.100","76.0.3809.100","Google Chrome","Google Chrome","Process","8",,"False",,"3332","Microsoft.Win32.SafeHandles.SafeProcessHandle","241","12176",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","27872","27872","57389056","57389056","350008","350008","67403776","67403776","77766656","77766656","464625664","2203782848512","True","Normal","57389056","57389056","00:00:00.3437500","chrome","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:11:48 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.0781250","00:00:02.7343750","454139904","2203772362752","False",,,,"66723840","66723840",,
"chrome","5","469","2204623806464","64724992","230653952","108792","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google LLC","33.28125","76.0.3809.100","76.0.3809.100","Google Chrome","Google Chrome","Process","4",,"False",,"4528","Microsoft.Win32.SafeHandles.SafeProcessHandle","469","12272",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","108792","108792","230653952","230653952","394296","394296","779882496","779882496","752332800","752332800","1548136448","2204866359296","True","Idle","230653952","230653952","00:00:02.7187500","chrome","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:33:51 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:33.2812500","00:00:30.5625000","1305583616","2204623806464","False",,,,"64724992","64724992",,
"chrome","5","323","2203815813120","81936384","60760064","35760","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google LLC","10.5","76.0.3809.100","76.0.3809.100","Google Chrome","Google Chrome","Process","8",,"False",,"4624","Microsoft.Win32.SafeHandles.SafeProcessHandle","323","12924",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","35760","35760","60760064","60760064","368312","368312","86818816","86818816","106573824","106573824","516984832","2203835207680","True","Normal","60760064","60760064","00:00:01.1250000","chrome","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:11:48 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:10.5000000","00:00:09.3750000","497590272","2203815813120","False",,,,"81936384","81936384",,
"chrome","5","279","2203960246272","95059968","83718144","48408","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google LLC","1.453125","76.0.3809.100","76.0.3809.100","Google Chrome","Google Chrome","Process","8",,"False",,"4136","Microsoft.Win32.SafeHandles.SafeProcessHandle","279","13516",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","48408","48408","83718144","83718144","367624","367624","208351232","208351232","209457152","209457152","810516480","2204128739328","True","Normal","83718144","83718144","00:00:00.2343750","chrome","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 7:17:03 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.4531250","00:00:01.2187500","642023424","2203960246272","False",,,,"95059968","95059968",,
"chrome","5","388","2204025839616","109707264","79450112","42696","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google LLC","7.109375","76.0.3809.100","76.0.3809.100","Google Chrome","Google Chrome","Process","8",,"False",,"4356","Microsoft.Win32.SafeHandles.SafeProcessHandle","388","13952",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","42696","42696","79450112","79450112","478328","478328","88330240","88330240","113930240","113930240","715546624","2204033769472","True","Normal","79450112","79450112","00:00:00.6562500","chrome","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 7:14:11 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:07.1093750","00:00:06.4531250","707616768","2204025839616","False",,,,"109707264","109707264",,
"chrome","5","464","2204225110016","329273344","309235712","103080","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google LLC","26.765625","76.0.3809.100","76.0.3809.100","Google Chrome","Google Chrome","Process","8",,"False",,"3516","Microsoft.Win32.SafeHandles.SafeProcessHandle","464","14112",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","103080","103080","309235712","309235712","432984","432984","351789056","351789056","371834880","371834880","1106018304","2204424241152","True","Normal","309235712","309235712","00:00:01.2500000","chrome","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 6:21:37 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:26.7656250","00:00:25.5156250","906887168","2204225110016","False",,,,"329273344","329273344",,
"cmd","5","72","2203376496640","3702784","2404352","4928","C:\Windows\system32\cmd.exe","Microsoft Corporation","0.015625","10.0.17763.701 (WinBuild.160101.0800)","10.0.17763.701","Windows Command Processor","Microsoft? Windows? Operating System","Process","8",,"False",,"4348","Microsoft.Win32.SafeHandles.SafeProcessHandle","72","8780",".","0","","System.Diagnostics.ProcessModule (cmd.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","4928","4928","2404352","2404352","41888","41888","5496832","5496832","4046848","4046848","61419520","2203379642368","True","Normal","2404352","2404352","00:00:00.0156250","cmd","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 6:38:17 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00","58273792","2203376496640","False",,,,"3702784","3702784",,
"Code","5","486","2204044587008","159834112","124506112","58320","C:\Users\Felipe\AppData\Local\Programs\Microsoft VS Code\Code.exe","Microsoft Corporation","21.953125","1.37.0","1.37.0","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"1696","Microsoft.Win32.SafeHandles.SafeProcessHandle","486","4344",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","58320","58320","124506112","124506112","686480","686480","162279424","162279424","190734336","190734336","1040269312","2204358492160","True","Normal","124506112","124506112","00:00:02.1875000","Code","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 6:31:30 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:21.9531250","00:00:19.7656250","726364160","2204044587008","False",,,,"159834112","159834112",,
"Code","5","245","2203586154496","14036992","10711040","17928","C:\Users\Felipe\AppData\Local\Programs\Microsoft VS Code\Code.exe","Microsoft Corporation","0.078125","1.37.0","1.37.0","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"3996","Microsoft.Win32.SafeHandles.SafeProcessHandle","245","6564",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17928","17928","10711040","10711040","457856","457856","10878976","10878976","14348288","14348288","273174528","2203591397376","True","Normal","10711040","10711040","00:00:00.0625000","Code","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 5:59:26 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0781250","00:00:00.0156250","267931648","2203586154496","False",,,,"14036992","14036992",,
"Code","5","368","2203808858112","73818112","55816192","57920","C:\Users\Felipe\AppData\Local\Programs\Microsoft VS Code\Code.exe","Microsoft Corporation","1.5625","1.37.0","1.37.0","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"3972","Microsoft.Win32.SafeHandles.SafeProcessHandle","368","6672",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","57920","57920","55816192","55816192","484144","484144","70774784","70774784","79974400","79974400","495579136","2203813801984","True","Normal","55816192","55816192","00:00:00.3750000","Code","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 6:31:31 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.5625000","00:00:01.1875000","490635264","2203808858112","False",,,,"73818112","73818112",,
"Code","5","1039","2203972612096","109436928","53944320","60016","C:\Users\Felipe\AppData\Local\Programs\Microsoft VS Code\Code.exe","Microsoft Corporation","39.890625","1.37.0","1.37.0","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"4676","Microsoft.Win32.SafeHandles.SafeProcessHandle","1039","7964",".","460730","Start-program - powershell - Visual Studio Code","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","60016","60016","53944320","53944320","804008","804008","58449920","58449920","120500224","120500224","780627968","2204098850816","True","Normal","53944320","53944320","00:00:21.4531250","Code","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 5:59:24 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:39.9218750","00:00:18.4687500","654389248","2203972612096","False",,,,"109436928","109436928",,
"Code","5","386","2203901419520","86618112","62767104","37352","C:\Users\Felipe\AppData\Local\Programs\Microsoft VS Code\Code.exe","Microsoft Corporation","5.984375","1.37.0","1.37.0","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"2920","Microsoft.Win32.SafeHandles.SafeProcessHandle","386","11124",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","37352","37352","62767104","62767104","492712","492712","93880320","93880320","119640064","119640064","589488128","2203907710976","True","Normal","62767104","62767104","00:00:01.2031250","Code","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 5:59:28 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:05.9843750","00:00:04.7812500","583196672","2203901419520","False",,,,"86618112","86618112",,
"Code","5","593","2204168462336","87584768","174075904","39320","C:\Users\Felipe\AppData\Local\Programs\Microsoft VS Code\Code.exe","Microsoft Corporation","14.5","1.37.0","1.37.0","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"4632","Microsoft.Win32.SafeHandles.SafeProcessHandle","593","12340",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","39320","39320","174075904","174075904","713088","713088","641957888","641957888","187314176","187314176","1130455040","2204448677888","True","Normal","174075904","174075904","00:00:02.9062500","Code","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 5:59:24 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:14.5000000","00:00:11.5937500","850239488","2204168462336","False",,,,"87584768","87584768",,
"CodeHelper","5","372","145965056","13737984","10829824","16808","c:\Users\Felipe\AppData\Local\Programs\Microsoft VS Code\resources\app\out\vs\platform\files\node\watcher\win32\CodeHelper.exe","Microsoft Corporation","0.15625","1.0.0.0","1.0.0.0","CodeHelper","CodeHelper","Process","8",,"False",,"4244","Microsoft.Win32.SafeHandles.SafeProcessHandle","372","14128",".","0","","System.Diagnostics.ProcessModule (CodeHelper.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16808","16808","10829824","10829824","227464","227464","11202560","11202560","13910016","13910016","156450816","156450816","True","Normal","10829824","10829824","00:00:00.0312500","CodeHelper","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 6:31:30 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1562500","00:00:00.1250000","145965056","145965056","False",,,,"13737984","13737984",,
"CompPkgSrv","5","169","2203413430272","7794688","1634304","7336","C:\Windows\System32\CompPkgSrv.exe","Microsoft Corporation","0.03125","10.0.17763.529 (WinBuild.160101.0800)","10.0.17763.529","Component Package Support Server","Microsoft? Windows? Operating System","Process","8",,"False",,"4900","Microsoft.Win32.SafeHandles.SafeProcessHandle","169","5456",".","0","","System.Diagnostics.ProcessModule (CompPkgSrv.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7336","7336","1634304","1634304","120376","120376","1769472","1769472","8601600","8601600","98369536","2203416592384","True","Normal","1634304","1634304","00:00:00.0156250","CompPkgSrv","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:47:04 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00.0156250","95207424","2203413430272","False",,,,"7794688","7794688",,
"conhost","5","229","2203498332160","18866176","9789440","14128","C:\Windows\system32\conhost.exe","Microsoft Corporation","0.765625","10.0.17763.701 (WinBuild.160101.0800)","10.0.17763.701","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"4936","Microsoft.Win32.SafeHandles.SafeProcessHandle","229","3044",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14128","14128","9789440","9789440","253368","253368","10412032","10412032","20078592","20078592","201011200","2203519234048","True","Normal","9789440","9789440","00:00:00.6875000","conhost","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 6:38:17 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7656250","00:00:00.0781250","180109312","2203498332160","False",,,,"18866176","18866176",,
"conhost","5","122","2203445309440","831488","6680576","8144","C:\Windows\system32\conhost.exe","Microsoft Corporation","0.0625","10.0.17763.701 (WinBuild.160101.0800)","10.0.17763.701","Console Window Host","Microsoft? Windows? Operating System","Process","6",,"False",,"3736","Microsoft.Win32.SafeHandles.SafeProcessHandle","122","3052",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8144","8144","6680576","6680576","167392","167392","6737920","6737920","11268096","11268096","150155264","2203468378112","True","BelowNormal","6680576","6680576","00:00:00.0312500","conhost","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:09:59 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","00:00:00.0312500","127086592","2203445309440","False",,,,"831488","831488",,
"conhost","5","150","2203476434944","13545472","9293824","11272","C:\Windows\system32\conhost.exe","Microsoft Corporation","0.109375","10.0.17763.701 (WinBuild.160101.0800)","10.0.17763.701","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"4608","Microsoft.Win32.SafeHandles.SafeProcessHandle","150","6996",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11272","11272","9293824","9293824","229656","229656","9412608","9412608","13828096","13828096","178065408","2203496288256","True","Normal","9293824","9293824","00:00:00.1093750","conhost","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 6:09:48 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1093750","00:00:00","158212096","2203476434944","False",,,,"13545472","13545472",,
"conhost","5","197","2203494002688","573440","9555968","12768",,,"0.0625",,,,,"Process","6",,,,,,"197","9564",".","0","",,,,,"12768","12768","9555968","9555968","242384","242384","9703424","9703424","16396288","16396288","178409472","2203496632320",,,"9555968","9555968","00:00:00.0625000","conhost",,"True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:09:57 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","00:00:00","175779840","2203494002688","False",,,,"573440","573440",,
"conhost","5","151","2203476434944","12644352","8261632","11272","C:\Windows\system32\conhost.exe","Microsoft Corporation","0.140625","10.0.17763.701 (WinBuild.160101.0800)","10.0.17763.701","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"3408","Microsoft.Win32.SafeHandles.SafeProcessHandle","151","10908",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11272","11272","8261632","8261632","230808","230808","10633216","10633216","15155200","15155200","178065408","2203496288256","True","Normal","8261632","8261632","00:00:00.1406250","conhost","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 7:10:16 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1406250","00:00:00","158212096","2203476434944","False",,,,"12644352","12644352",,
"conhost","5","119","2203445309440","11112448","6688768","8144","C:\Windows\system32\conhost.exe","Microsoft Corporation","0.015625","10.0.17763.701 (WinBuild.160101.0800)","10.0.17763.701","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"3336","Microsoft.Win32.SafeHandles.SafeProcessHandle","119","11800",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8144","8144","6688768","6688768","167392","167392","6746112","6746112","11235328","11235328","128135168","2203446358016","True","Normal","6688768","6688768","00:00:00.0156250","conhost","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 6:31:30 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00","127086592","2203445309440","False",,,,"11112448","11112448",,
"conhost","5","260","2203494137856","15790080","6500352","13992","C:\Windows\system32\conhost.exe","Microsoft Corporation","0.1875","10.0.17763.701 (WinBuild.160101.0800)","10.0.17763.701","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"4920","Microsoft.Win32.SafeHandles.SafeProcessHandle","260","12564",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13992","13992","6500352","6500352","260408","260408","7147520","7147520","16904192","16904192","196816896","2203515039744","True","Normal","6500352","6500352","00:00:00.1562500","conhost","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 6:44:02 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1875000","00:00:00.0312500","175915008","2203494137856","False",,,,"15790080","15790080",,
"csrss","0","660","2203414220800","2043904","2027520","22632",,,,,,,,"Process","13",,,,,,"660","552",".","0","",,,,,"22632","22632","2027520","2027520","250504","250504","2461696","2461696","6217728","6217728","98557952","2203416780800",,,"2027520","2027520",,"csrss",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"95997952","2203414220800","False",,,,"2043904","2043904",,
"csrss","5","898","2203447382016","5451776","3194880","34240",,,,,,,,"Process","13",,,,,,"898","784",".","0","",,,,,"34240","34240","3194880","3194880","293248","293248","3928064","3928064","13238272","13238272","129880064","2203448102912",,,"3194880","3194880",,"csrss",,"True","5","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"129159168","2203447382016","False",,,,"5451776","5451776",,
"ctfmon","5","486","2203472179200","24047616","14045184","16904",,,"7.46875",,,,,"Process","13",,,,,,"486","11720",".","0","",,,,,"16904","16904","14045184","14045184","196752","196752","14049280","14049280","24051712","24051712","155987968","2203474210816",,,"14045184","14045184","00:00:05.0937500","ctfmon",,"True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:09:58 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:07.4687500","00:00:02.3750000","153956352","2203472179200","False",,,,"24047616","24047616",,
"dllhost","0","194","2203549786112","3715072","3362816","16176",,,,,,,,"Process","8",,,,,,"194","2484",".","0","",,,,,"16176","16176","3362816","3362816","110520","110520","4235264","4235264","10997760","10997760","238718976","2203556941824",,,"3362816","3362816",,"dllhost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"231563264","2203549786112","False",,,,"3715072","3715072",,
"dllhost","5","224","2203568893952","12165120","3977216","16176","C:\Windows\system32\DllHost.exe","Microsoft Corporation","0.1875","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","COM Surrogate","Microsoft? Windows? Operating System","Process","8",,"False",,"5024","Microsoft.Win32.SafeHandles.SafeProcessHandle","224","2612",".","0","","System.Diagnostics.ProcessModule (DllHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16176","16176","3977216","3977216","143680","143680","5419008","5419008","13144064","13144064","263884800","2203582107648","True","Normal","3977216","3977216","00:00:00.1562500","dllhost","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 5:54:18 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1875000","00:00:00.0312500","250671104","2203568893952","False",,,,"12165120","12165120",,
"dwm","5","1159","2203869839360","72753152","101679104","58840",,,,,,,,"Process","13",,,,,,"1159","12840",".","0","",,,,,"58840","58840","101679104","101679104","918120","918120","147701760","147701760","76484608","76484608","593440768","2203911663616",,,"101679104","101679104",,"dwm",,"True","5","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"551616512","2203869839360","False",,,,"72753152","72753152",,
"EncoderServer","5","121","196808704","757760","3915776","11480",,,"0.125",,,,,"Process","6",,,,,,"121","7636",".","0","",,,,,"11480","11480","3915776","3915776","385256","385256","4231168","4231168","141733888","141733888","204660736","204660736",,,"3915776","3915776","00:00:00.1093750","EncoderServer",,"True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:10:00 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1250000","00:00:00.0156250","196808704","196808704","False",,,,"757760","757760",,
"explorer","5","3393","2204270006272","157143040","119140352","139384","C:\Windows\Explorer.EXE","Microsoft Corporation","61.21875","10.0.17763.701 (WinBuild.160101.0800)","10.0.17763.701","Windows Explorer","Microsoft? Windows? Operating System","Process","8",,"False",,"3476","Microsoft.Win32.SafeHandles.SafeProcessHandle","3393","2384",".","65698","","System.Diagnostics.ProcessModule (Explorer.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","139384","139384","119140352","119140352","1515856","1515856","167731200","167731200","213585920","213585920","951881728","2238629842944","True","Normal","119140352","119140352","00:00:36.5156250","explorer","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:09:56 PM",,"System.Diagnostics.ProcessThreadCollection","00:01:01.2187500","00:00:24.7031250","951783424","2204270006272","False",,,,"157143040","157143040",,
"EyeRest","5","349","245485568","20783104","22732800","22656",,,,,,,,"Process","8",,,,,,"349","9728",".","0","",,,,,"22656","22656","22732800","22732800","406000","406000","23203840","23203840","26275840","26275840","254660608","254660608",,,"22732800","22732800",,"EyeRest",,"True","5","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"245485568","245485568","False",,,,"20783104","20783104",,
"FileZilla Server","0","137","45580288","2191360","6483968","15304",,,,,,,,"Process","8",,,,,,"137","4032",".","0","",,,,,"15304","15304","6483968","6483968","83488","83488","6840320","6840320","12238848","12238848","66560000","66560000",,,"6483968","6483968",,"FileZilla Server",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"45580288","45580288","False",,,,"2191360","2191360",,
"fontdrvhost","0","49","2203417571328","528384","1908736","6520",,,,,,,,"Process","8",,,,,,"49","956",".","0","",,,,,"6520","6520","1908736","1908736","95232","95232","2023424","2023424","4464640","4464640","101445632","2203419668480",,,"1908736","1908736",,"fontdrvhost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"99348480","2203417571328","False",,,,"528384","528384",,
"fontdrvhost","5","49","2203583410176","12009472","6615040","11824",,,,,,,,"Process","8",,,,,,"49","12304",".","0","",,,,,"11824","11824","6615040","6615040","390464","390464","10764288","10764288","19050496","19050496","365867008","2203684089856",,,"6615040","6615040",,"fontdrvhost",,"True","5","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"265187328","2203583410176","False",,,,"12009472","12009472",,
"GamingApp_Service","0","469","4900130816","8728576","23228416","21568",,,,,,,,"Process","8",,,,,,"469","3424",".","0","",,,,,"21568","21568","23228416","23228416","317480","317480","23633920","23633920","31289344","31289344","620097536","4915064832",,,"23228416","23228416",,"GamingApp_Service",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"605163520","4900130816","False",,,,"8728576","8728576",,
"GamingHotkey","5","447","546701312","7639040","52822016","33776",,,"34.734375",,,,,"Process","6",,,,,,"447","2732",".","0","",,,,,"33776","33776","52822016","52822016","581472","581472","53055488","53055488","60588032","60588032","561549312","561549312",,,"52822016","52822016","00:00:17.3906250","GamingHotkey",,"True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:09:56 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:34.7343750","00:00:17.3437500","546701312","546701312","False",,,,"7639040","7639040",,
"GamingHotkey_Service","0","173","51449856","1261568","1613824","11136",,,,,,,,"Process","8",,,,,,"173","4088",".","0","",,,,,"11136","11136","1613824","1613824","104392","104392","1978368","1978368","7901184","7901184","59056128","59056128",,,"1613824","1613824",,"GamingHotkey_Service",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"51449856","51449856","False",,,,"1261568","1261568",,
"git-cmd","5","114","4411285504","5369856","1679360","6928","C:\Program Files\Git\git-cmd.exe","","0","","","","","Process","8",,"False",,"3352","Microsoft.Win32.SafeHandles.SafeProcessHandle","114","4264",".","2492192","Git CMD (Deprecated)","System.Diagnostics.ProcessModule (git-cmd.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","6928","6928","1679360","1679360","158024","158024","1773568","1773568","5447680","5447680","122609664","4417576960","True","Normal","1679360","1679360","00:00:00","git-cmd","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 6:38:17 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00","00:00:00","116318208","4411285504","False",,,,"5369856","5369856",,
"GoogleCrashHandler","0","165","50286592","1273856","1671168","10344",,,,,,,,"Process","4",,,,,,"165","9032",".","0","",,,,,"10344","10344","1671168","1671168","97704","97704","1953792","1953792","6885376","6885376","55529472","55529472",,,"1671168","1671168",,"GoogleCrashHandler",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"50286592","50286592","False",,,,"1273856","1273856",,
